ID,Count
2998,16
2999,13
3000,20
3001,7
3002,33
3003,23
3004,15
3005,9
3006,12
3007,18
3008,18
3009,16
3010,24
3011,36
3012,13
3013,22
3014,16
3015,17
3016,23
3017,20
3018,22
3019,33
3020,17
3021,19
3022,11
3023,10
3024,10
3025,11
3026,24
3027,27
3028,27
3029,19
3030,13
3031,4
3032,13
3033,12
3034,12
3035,5
3036,28
3037,15
3038,30
3039,24
3040,5
3041,30
3042,10
3043,17
3044,15
3045,28
3046,24
3047,37
3048,25
3049,11
3050,18
3051,26
3052,31
3053,15
3054,19
3055,19
3056,17
3057,30
3058,6
3059,26
3060,10
3061,18
3062,30
3063,38
3064,8
3065,26
3066,26
3067,36
3068,26
3069,33
3070,47
3071,22
3072,33
3073,26
3074,22
3075,23
3076,20
3077,21
3078,21
3079,28
3080,29
3081,27
3082,16
3083,32
3084,27
3085,25
3086,17
3087,21
3088,33
3089,6
3090,30
3091,28
3092,31
3093,38
3094,26
3095,5
3096,35
3097,18
3098,25
3099,41
3100,14
3101,8
3102,34
3103,20
3104,47
3105,26
3106,31
3107,19
3108,30
3109,21
3110,22
3111,19
3112,27
3113,15
3114,34
3115,5
3116,30
3117,14
3118,15
3119,25
3120,24
3121,27
3122,24
3123,24
3124,40
3125,18
3126,25
3127,21
3128,27
3129,12
3130,10
3131,9
3132,19
3133,14
3134,28
3135,13
3136,17
3137,20
3138,37
3139,31
3140,20
3141,20
3142,31
3143,15
3144,13
3145,22
3146,28
3147,14
3148,11
3149,24
3150,6
3151,15
3152,22
3153,21
3154,17
3155,19
3156,7
3157,40
3158,20
3159,30
3160,29
3161,12
3162,14
3163,33
3164,34
3165,23
3166,8
3167,8
3168,36
3169,14
3170,33
3171,21
3172,29
3173,34
3174,16
3175,26
3176,14
3177,18
3178,13
3179,15
3180,13
3181,19
3182,20
3183,34
3184,6
3185,42
3186,31
3187,10
3188,6
3189,19
3190,13
3191,17
3192,16
3193,5
3194,19
3195,6
3196,25
3197,10
3198,21
3199,7
3200,28
3201,33
3202,25
3203,16
3204,17
3205,20
3206,25
3207,23
3208,7
3209,12
3210,55
3211,14
3212,37
3213,32
3214,17
3215,23
3216,11
3217,26
3218,45
3219,8
3220,18
3221,18
3222,65
3223,22
3224,18
3225,15
3226,37
3227,15
3228,18
3229,42
3230,33
3231,40
3232,18
3233,36
3234,25
3235,28
3236,29
3237,26
3238,16
3239,11
3240,22
3241,13
3242,13
3243,12
3244,28
3245,24
3246,27
3247,24
3248,12
3249,13
3250,26
3251,29
3252,3
3253,8
3254,31
3255,12
3256,18
3257,19
3258,18
3259,18
3260,10
3261,16
3262,14
3263,9
3264,6
3265,19
3266,13
3267,27
3268,7
3269,18
3270,17
3271,23
3272,24
3273,16
3274,14
3275,22
3276,9
3277,9
3278,20
3279,16
3280,11
3281,16
3282,5
3283,17
3284,1
3285,5
3286,16
3287,9
3288,13
3289,6
3290,36
3291,32
3292,27
3293,29
3294,20
3295,20
3296,22
3297,10
3298,26
3299,15
3300,22
3301,13
3302,32
3303,45
3304,26
3305,22
3306,35
3307,12
3308,23
3309,14
3310,15
3311,23
3312,28
3313,25
3314,15
3315,23
3316,14
3317,22
3318,36
3319,10
3320,3
3321,23
3322,16
3323,15
3324,32
3325,35
3326,39
3327,36
3328,31
3329,18
3330,35
3331,2
3332,19
3333,12
3334,20
3335,9
3336,21
3337,18
3338,5
3339,27
3340,24
3341,49
3342,23
3343,21
3344,25
3345,22
3346,10
3347,13
3348,6
3349,21
3350,8
3351,23
3352,13
3353,14
3354,18
3355,26
3356,7
3357,17
3358,34
3359,31
3360,10
3361,23
3362,28
3363,9
3364,7
3365,37
3366,24
3367,27
3368,32
3369,17
3370,25
3371,43
3372,25
3373,28
3374,20
3375,26
3376,35
3377,44
3378,19
3379,33
3380,28
3381,22
3382,22
3383,41
3384,31
3385,40
3386,4
3387,18
3388,20
3389,25
3390,38
3391,7
3392,34
3393,15
3394,17
3395,32
3396,14
3397,13
3398,33
3399,29
3400,36
3401,36
3402,26
3403,25
3404,22
3405,17
3406,24
3407,35
3408,25
3409,21
3410,37
3411,36
3412,13
3413,26
3414,20
3415,19
3416,27
3417,29
3418,36
3419,23
3420,28
3421,14
3422,17
3423,24
3424,12
3425,16
3426,13
3427,16
3428,13
3429,35
3430,17
3431,20
3432,14
3433,30
3434,24
3435,29
3436,30
3437,14
3438,6
3439,22
3440,22
3441,33
3442,38
3443,11
3444,50
3445,41
3446,24
3447,15
3448,50
3449,36
3450,27
3451,29
3452,17
3453,18
3454,12
3455,27
3456,12
3457,35
3458,18
3459,22
3460,22
3461,17
3462,38
3463,26
3464,22
3465,14
3466,13
3467,29
3468,17
3469,37
3470,26
3471,11
3472,24
3473,15
3474,28
3475,38
3476,15
3477,30
3478,17
3479,32
3480,33
3481,10
3482,9
3483,27
3484,29
3485,14
3486,23
3487,12
3488,25
3489,14
3490,25
3491,12
3492,26
3493,22
3494,17
3495,9
3496,16
3497,12
3498,16
3499,17
3500,27
3501,19
3502,7
3503,15
3504,20
3505,9
3506,6
3507,23
3508,24
3509,7
3510,8
3511,15
3512,16
3513,15
3514,25
3515,12
3516,22
3517,30
3518,14
3519,13
3520,7
3521,19
3522,20
3523,15
3524,15
3525,42
3526,39
3527,26
3528,30
3529,23
3530,38
3531,37
3532,12
3533,28
3534,17
3535,10
3536,17
3537,12
3538,33
3539,36
3540,38
3541,49
3542,36
3543,11
3544,21
3545,29
3546,11
3547,32
3548,38
3549,21
3550,23
3551,14
3552,17
3553,21
3554,41
3555,27
3556,45
3557,22
3558,27
3559,30
3560,17
3561,46
3562,36
3563,26
3564,15
3565,27
3566,11
3567,16
3568,29
3569,28
3570,13
3571,31
3572,10
3573,7
3574,18
3575,11
3576,17
3577,27
3578,22
3579,35
3580,15
3581,21
3582,20
3583,17
3584,23
3585,25
3586,16
3587,19
3588,22
3589,24
3590,24
3591,17
3592,21
3593,12
3594,22
3595,23
3596,32
3597,16
3598,28
3599,9
3600,28
3601,32
3602,28
3603,19
3604,20
3605,28
3606,15
3607,25
3608,36
3609,15
3610,30
3611,11
3612,28
3613,31
3614,8
3615,9
3616,29
3617,16
3618,25
3619,21
3620,32
3621,24
3622,29
3623,28
3624,24
3625,29
3626,28
3627,30
3628,41
3629,10
3630,33
3631,18
3632,11
3633,22
3634,13
3635,36
3636,21
3637,18
3638,34
3639,24
3640,21
3641,9
3642,22
3643,29
3644,17
3645,19
3646,37
3647,23
3648,21
3649,35
3650,19
3651,10
3652,6
3653,16
3654,18
3655,18
3656,19
3657,11
3658,33
3659,21
3660,16
3661,23
3662,23
3663,16
3664,13
3665,15
3666,3
3667,1
3668,28
3669,24
3670,31
3671,44
3672,32
3673,15
3674,50
3675,25
3676,35
3677,15
3678,10
3679,18
3680,19
3681,20
3682,11
3683,26
3684,12
3685,24
3686,17
3687,38
3688,11
3689,15
3690,7
3691,15
3692,37
3693,21
3694,3
3695,9
3696,22
3697,30
3698,32
3699,18
3700,20
3701,23
3702,22
3703,27
3704,27
3705,19
3706,25
3707,11
3708,27
3709,33
3710,10
3711,23
3712,20
3713,12
3714,19
3715,29
3716,31
3717,13
3718,13
3719,51
3720,17
3721,54
3722,18
3723,12
3724,18
3725,29
3726,10
3727,8
3728,34
3729,28
3730,39
3731,33
3732,40
3733,15
3734,13
3735,7
3736,19
3737,29
3738,20
3739,10
3740,4
3741,33
3742,33
3743,21
3744,13
3745,49
3746,18
3747,32
3748,39
3749,29
3750,25
3751,10
3752,33
3753,25
3754,41
3755,33
3756,33
3757,18
3758,11
3759,18
3760,20
3761,23
